title,law_url,sysid,law_group,law_type
พระราชบัญญัติการจัดประชารัฐสวัสดิการเพื่อเศรษฐกิจฐานรากและสังคม พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=828457&ext=htm,828457,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการยาสูบแห่งประเทศไทย พ.ศ. 2561,https://www.krisdika.go.th/librarian/get?sysid=803511&ext=htm,803511,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนเพื่อความเสมอภาคทางการศึกษา พ.ศ. 2561,https://www.krisdika.go.th/librarian/get?sysid=803507&ext=htm,803507,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการกลับเป็นผู้ประกันตน พ.ศ. 2561,https://www.krisdika.go.th/librarian/get?sysid=801417&ext=htm,801417,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการเรียกเงินสมทบเข้ากองทุนระหว่างประเทศเพื่อชดใช้ความเสียหายจากมลพิษน้ำมันอันเกิดจากเรือ พ.ศ. 2560,https://www.krisdika.go.th/librarian/get?sysid=780884&ext=htm,780884,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชกำหนดการบริหารจัดการการทำงานของคนต่างด้าว พ.ศ. 2560 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=780849&ext=htm,780849,การเงิน การคลัง และวิธีการงบประมาณ,พระราชกำหนด
พระราชกำหนดการบริหารจัดการการทำงานของคนต่างด้าว พ.ศ. 2560,https://www.krisdika.go.th/librarian/get?sysid=779954&ext=htm,779954,การเงิน การคลัง และวิธีการงบประมาณ,พระราชกำหนด
พระราชบัญญัติการเพิ่มขีดความสามารถในการแข่งขันของประเทศสำหรับอุตสาหกรรมเป้าหมาย พ.ศ. 2560,https://www.krisdika.go.th/librarian/get?sysid=768831&ext=htm,768831,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการพัฒนาดิจิทัลเพื่อเศรษฐกิจและสังคม พ.ศ. 2560,https://www.krisdika.go.th/librarian/get?sysid=766866&ext=htm,766866,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนยุติธรรม พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=738103&ext=htm,738103,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการให้สิทธิแก่ผู้สมัครเป็นสมาชิกของกองทุนการออมแห่งชาติบางกรณี และการโอนเงินจากกองทุนประกันสังคมในกรณีชราภาพไปยังกองทุนการออมแห่งชาติ พ.ศ. 2558 ,https://www.krisdika.go.th/librarian/get?sysid=735945&ext=htm,735945,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการบริหารทุนหมุนเวียน พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=735943&ext=htm,735943,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการยางแห่งประเทศไทย พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=731244&ext=htm,731244,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนพัฒนาระบบสถาบันการเงินเฉพาะกิจ พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=725395&ext=htm,725395,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนพัฒนาสื่อปลอดภัยและสร้างสรรค์ พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=725393&ext=htm,725393,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการกลับไปใช้สิทธิในบำเหน็จบำนาญตามพระราชบัญญัติบำเหน็จบำนาญข้าราชการ พ.ศ. 2494 พ.ศ. 2557,https://www.krisdika.go.th/librarian/get?sysid=717113&ext=htm,717113,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนเพื่อผู้เคยเป็นสมาชิกรัฐสภา พ.ศ. 2556,https://www.krisdika.go.th/librarian/get?sysid=686609&ext=htm,686609,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชกำหนดกองทุนส่งเสริมการประกันภัยพิบัติ พ.ศ. 2555,https://www.krisdika.go.th/librarian/get?sysid=662130&ext=htm,662130,การเงิน การคลัง และวิธีการงบประมาณ,พระราชกำหนด
พระราชบัญญัติกองทุนการออมแห่งชาติ พ.ศ. 2554,https://www.krisdika.go.th/librarian/get?sysid=648942&ext=htm,648942,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการแพทย์ฉุกเฉิน พ.ศ. 2551 ,https://www.krisdika.go.th/librarian/get?sysid=573043&ext=htm,573043,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการอาชีวศึกษา พ.ศ. 2551 ,https://www.krisdika.go.th/librarian/get?sysid=573249&ext=htm,573249,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการจัดการศึกษาสำหรับคนพิการ พ.ศ. 2551 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=686515&ext=htm,686515,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการทางพิเศษแห่งประเทศไทย พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=569536&ext=htm,569536,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการประกอบกิจการพลังงาน พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=568230&ext=htm,568230,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการบริหารหนี้สาธารณะ พ.ศ. 2548 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=572682&ext=htm,572682,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการบริหารหนี้สาธารณะ พ.ศ. 2548 ,https://www.krisdika.go.th/librarian/get?sysid=454117&ext=htm,454117,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ พ.ศ. 2547,https://www.krisdika.go.th/librarian/get?sysid=449709&ext=htm,449709,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนสนับสนุนการสร้างเสริมสุขภาพ พ.ศ. 2544 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=395078&ext=htm,395078,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกีฬามวย พ.ศ. 2542 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=394505&ext=htm,394505,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติการกำหนดหลักเกณฑ์เกี่ยวกับการจ่ายเงินบางประเภทตามงบประมาณรายจ่าย พ.ศ.2518,https://www.krisdika.go.th/librarian/get?sysid=318485&ext=htm,318485,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติกองทุนสงเคราะห์เกษตรกร พ.ศ. 2554 ,https://www.krisdika.go.th/librarian/get?sysid=646378&ext=htm,646378,การเงิน การคลัง และวิธีการงบประมาณ,พระราชบัญญัติ
พระราชบัญญัติองค์กรอัยการและพนักงานอัยการ พ.ศ. 2553,https://www.krisdika.go.th/librarian/get?sysid=640697&ext=htm,640697,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติองค์การกระจายเสียงและแพร่ภาพสาธารณะแห่งประเทศไทย พ.ศ. 2551 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=773807&ext=htm,773807,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติองค์การกระจายเสียงและแพร่ภาพสาธารณะแห่งประเทศไทย พ.ศ. 2551 ,https://www.krisdika.go.th/librarian/get?sysid=569747&ext=htm,569747,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติองค์กรจัดสรรคลื่นความถี่และกำกับการประกอบกิจการวิทยุกระจายเสียง วิทยุโทรทัศน์ และกิจการโทรคมนาคม พ.ศ. 2553 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=711259&ext=htm,711259,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติองค์การมหาชน พ.ศ. 2542 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=745399&ext=htm,745399,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติองค์การบริหารส่วนจังหวัด พ.ศ. 2540 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=618134&ext=htm,618134,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติอ้อยและน้ำตาลทราย พ.ศ. 2527 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=829224&ext=htm,829224,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติอุทยานแห่งชาติ พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=834522&ext=htm,834522,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติอากรรังนกอีแอ่น พ.ศ. 2540,https://www.krisdika.go.th/librarian/get?sysid=320423&ext=htm,320423,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติองค์การสงเคราะห์ทหารผ่านศึก พ.ศ. 2510,https://www.krisdika.go.th/librarian/get?sysid=327058&ext=htm,327058,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติหลักเกณฑ์การจัดทำร่างกฎหมายและการประเมินผลสัมฤทธิ์ของกฎหมาย พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=834692&ext=htm,834692,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติหลักเกณฑ์การเทียบตำแหน่งหัวหน้าส่วนราชการที่เทียบเท่าอธิบดี พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=832086&ext=htm,832086,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติหลักประกันสุขภาพแห่งชาติ พ.ศ. 2545,https://www.krisdika.go.th/librarian/get?sysid=339750&ext=htm,339750,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติหลักทรัพย์และตลาดหลักทรัพย์ พ.ศ. 2535 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=573045&ext=htm,573045,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติให้อำนาจทหารเรือปราบปรามการกระทำความผิดบางอย่างทางทะเล พ.ศ. 2490 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=327048&ext=htm,327048,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติให้บำเหน็จในการปราบปรามผู้กระทำความผิด พุทธศักราช 2489,https://www.krisdika.go.th/librarian/get?sysid=320160&ext=htm,320160,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติหอพัก พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=726463&ext=htm,726463,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์ พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=831133&ext=htm,831133,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ พ.ศ. 2561,https://www.krisdika.go.th/librarian/get?sysid=824171&ext=htm,824171,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันเทคโนโลยีจิตรลดา พ.ศ. 2561,https://www.krisdika.go.th/librarian/get?sysid=810397&ext=htm,810397,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมการบริหารจัดการทรัพยากรทางทะเลและชายฝั่ง พ.ศ. 2558,https://www.krisdika.go.th/librarian/get?sysid=725399&ext=htm,725399,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาเกษตรกรแห่งชาติ พ.ศ. 2553 ,https://www.krisdika.go.th/librarian/get?sysid=639784&ext=htm,639784,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสำนักงานผู้ตรวจการแผ่นดิน พ.ศ. 2552 ,https://www.krisdika.go.th/librarian/get?sysid=618128&ext=htm,618128,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันคุ้มครองเงินฝาก พ.ศ. 2551 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=773801&ext=htm,773801,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันคุ้มครองเงินฝาก พ.ศ. 2551,https://www.krisdika.go.th/librarian/get?sysid=571425&ext=htm,571425,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาองค์กรชุมชน พ.ศ. 2551 ,https://www.krisdika.go.th/librarian/get?sysid=571075&ext=htm,571075,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาพัฒนาการเมือง พ.ศ. 2551 ,https://www.krisdika.go.th/librarian/get?sysid=570351&ext=htm,570351,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมและพัฒนาคุณภาพชีวิตคนพิการ พ.ศ. 2550 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=696572&ext=htm,696572,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันอนุญาโตตุลาการ พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=560369&ext=htm,560369,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันบัณฑิตพัฒนศิลป์ พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=558938&ext=htm,558938,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสุขภาพแห่งชาติ พ.ศ. 2550 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=626938&ext=htm,626938,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาครูและบุคลากรทางการศึกษา พ.ศ. 2546 ,https://www.krisdika.go.th/librarian/get?sysid=385502&ext=htm,385502,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาที่ปรึกษาเศรษฐกิจและสังคมแห่งชาติ พ.ศ. 2543 (ฉบับ Update ล่าสุด) ,https://www.krisdika.go.th/librarian/get?sysid=439762&ext=htm,439762,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมวิสาหกิจขนาดกลางและขนาดย่อม พ.ศ. 2543 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=395076&ext=htm,395076,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสำนักงานศาลรัฐธรรมนูญ พ.ศ. 2542 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=829954&ext=htm,829954,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันพระปกเกล้า พ.ศ. 2541 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=320511&ext=htm,320511,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันส่งเสริมการสอนวิทยาศาสตร์และเทคโนโลยี พ.ศ. 2541 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=452496&ext=htm,452496,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภาตำบลและองค์การบริหารส่วนตำบล พ.ศ. 2537 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=415176&ext=htm,415176,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสุสานและฌาปนสถาน พ.ศ. 2528 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=544048&ext=htm,544048,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมการพัฒนาเด็กและเยาวชนแห่งชาติ พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=570057&ext=htm,570057,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันวิจัยระบบสาธารณสุข พ.ศ. 2535 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=395112&ext=htm,395112,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันวิจัยระบบสาธารณสุข พ.ศ. 2535,https://www.krisdika.go.th/librarian/get?sysid=320307&ext=htm,320307,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสมุหมนตรี รัตนโกสินทร์ศก 129,https://www.krisdika.go.th/librarian/get?sysid=306141&ext=htm,306141,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถิติ พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=562229&ext=htm,562229,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถาบันบัณฑิตพัฒนบริหารศาสตร์ พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=831573&ext=htm,831573,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมวิสาหกิจเพื่อสังคม พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=834100&ext=htm,834100,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสภานโยบายการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรมแห่งชาติ พ.ศ. 2562 ,https://www.krisdika.go.th/librarian/get?sysid=832188&ext=htm,832188,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสถานบริการ พ.ศ. 2509 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=604985&ext=htm,604985,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมและรักษาคุณภาพสิ่งแวดล้อมแห่งชาติ พ.ศ. 2535 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=396089&ext=htm,396089,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมการลงทุน พ.ศ. 2520 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=320166&ext=htm,320166,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติส่งเสริมการฝึกวิชาทหาร พ.ศ. 2503 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=320162&ext=htm,320162,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสงเคราะห์ผู้ประสบภัยเนื่องในการรบ พุทธศักราช 2485 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=320153&ext=htm,320153,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติสงเคราะห์ข้าราชการผู้ได้รับอันตรายหรือการป่วยเจ็บเพราะเหตุปฏิบัติราชการ พ.ศ. 2546 ,https://www.krisdika.go.th/librarian/get?sysid=417137&ext=htm,417137,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติศุลกากร พุทธศักราช 2469 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=594179&ext=htm,594179,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติศุลกากร พ.ศ. 2560,https://www.krisdika.go.th/librarian/get?sysid=776904&ext=htm,776904,การเมืองการปกครอง,พระราชบัญญัติ
พระราชกำหนดว่าด้วยการประชุมผ่านสื่ออิเล็กทรอนิกส์ พ.ศ. 2563,https://www.krisdika.go.th/librarian/get?sysid=857329&ext=htm,857329,การเมืองการปกครอง,พระราชกำหนด
พระราชบัญญัติวินัยการเงินการคลังของรัฐ พ.ศ. 2561,https://www.krisdika.go.th/librarian/get?sysid=801409&ext=htm,801409,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยการออกเสียงประชามติร่างรัฐธรรมนูญ พ.ศ. 2559,https://www.krisdika.go.th/librarian/get?sysid=749239&ext=htm,749239,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยความเรียบร้อยในการออกเสียงประชามติร่างรัฐธรรมนูญ พ.ศ. 2550 ,https://www.krisdika.go.th/librarian/get?sysid=560771&ext=htm,560771,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยการลงคะแนนเสียงเพื่อถอดถอนสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น พ.ศ. 2542,https://www.krisdika.go.th/librarian/get?sysid=310577&ext=htm,310577,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยการเข้าชื่อเสนอข้อบัญญัติท้องถิ่น พ.ศ. 2542,https://www.krisdika.go.th/librarian/get?sysid=300880&ext=htm,300880,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยการเข้าชื่อเสนอกฎหมาย พ.ศ. 2556,https://www.krisdika.go.th/librarian/get?sysid=699849&ext=htm,699849,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยความผิดเกี่ยวกับสถานที่ผลิตปิโตรเลียมในทะเล พ.ศ. 2530 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=394443&ext=htm,394443,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติวินัยข้าราชการกรมราชทัณฑ์ พุทธศักราช 2482 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=396106&ext=htm,396106,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติวินัยกองอาสารักษาดินแดน พ.ศ. 2509,https://www.krisdika.go.th/librarian/get?sysid=305402&ext=htm,305402,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยความผิดทางวินัยของข้าราชการซึ่งไปปฏิบัติหน้าที่ในหน่วยงานที่มิใช่ส่วนราชการ พ.ศ. 2534,https://www.krisdika.go.th/librarian/get?sysid=319985&ext=htm,319985,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ. 2539 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=720250&ext=htm,720250,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยวินัยทหาร พุทธศักราช 2476 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=315856&ext=htm,315856,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติว่าด้วยการปฏิบัติต่ออากาศยานที่กระทำผิดกฎหมาย พ.ศ. 2553 ,https://www.krisdika.go.th/librarian/get?sysid=640020&ext=htm,640020,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติลักษณะปกครองท้องที่ พระพุทธศักราช 2457 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=621417&ext=htm,621417,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม พ.ศ. 2562 ,https://www.krisdika.go.th/librarian/get?sysid=832178&ext=htm,832178,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระบบสุขภาพปฐมภูมิ พ.ศ. 2562,https://www.krisdika.go.th/librarian/get?sysid=832083&ext=htm,832083,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการในพระองค์ พ.ศ. 2560,https://www.krisdika.go.th/librarian/get?sysid=775999&ext=htm,775999,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบข้าราชการกรุงเทพมหานครและบุคลากรกรุงเทพมหานคร พ.ศ. 2554,https://www.krisdika.go.th/librarian/get?sysid=649481&ext=htm,649481,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบข้าราชการรัฐสภา พ.ศ. 2554 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=728556&ext=htm,728556,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการฝ่ายรัฐสภา พ.ศ. 2554,https://www.krisdika.go.th/librarian/get?sysid=648931&ext=htm,648931,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติโรงเรียนนายร้อยตำรวจ พ.ศ. 2551 ,https://www.krisdika.go.th/librarian/get?sysid=572722&ext=htm,572722,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติโรงแรม พ.ศ.2547 ,https://www.krisdika.go.th/librarian/get?sysid=510490&ext=htm,510490,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบข้าราชการครูและบุคลากรทางการศึกษา พ.ศ. 2547 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=830956&ext=htm,830956,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบข้าราชการพลเรือนในสถาบันอุดมศึกษา พ.ศ. 2547 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=571133&ext=htm,571133,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการกระทรวงศึกษาธิการ พ.ศ. 2546 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=632561&ext=htm,632561,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการศาลยุติธรรม พ.ศ. 2543 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=571667&ext=htm,571667,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบข้าราชการฝ่ายตุลาการศาลยุติธรรม พ.ศ. 2543 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=571682&ext=htm,571682,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการเมืองพัทยา พ.ศ. 2542 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=618256&ext=htm,618256,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารงานบุคคลส่วนท้องถิ่น พ.ศ. 2542 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=394497&ext=htm,394497,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการแผ่นดิน พ.ศ. 2534 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=640806&ext=htm,640806,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบข้าราชการทหาร พ.ศ. 2521 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=570872&ext=htm,570872,การเมืองการปกครอง,พระราชบัญญัติ
พระราชบัญญัติระเบียบบริหารราชการกรุงเทพมหานคร พ.ศ. 2528 (ฉบับ Update ล่าสุด),https://www.krisdika.go.th/librarian/get?sysid=560763&ext=htm,560763,การเมืองการปกครอง,พระราชบัญญัติ
